"Jack Gray kickoff 22 yards to the MARITIME43, fair catch by B. Andrews."
Maritime (N.Y.) at 15:00
1st and GOAL at MARITIME03,Jack Gray kick attempt failed.
1st and GOAL at GAL35,"Jack Gray kickoff 30 yards to the MARITIME35, fair catch by B. Andrews."
Total,"7 plays , 42 yards Time of Possession: 3:58"
Maritime (N.Y.) at 11:02
1st and 10 at MARITIME35,MARITIME (N.Y.) drive start at 11:02.
1st and 10 at MARITIME35,"H. Williamson rush for 11 yards to the MARITIME46, fumble forced by N. Maccini, fumble by H. Williamson recovered by GAL Everett Polzin at MARITIME46."
Total,"1 plays , 11 yards Time of Possession: 0:10"
Gallaudet at 10:52
1st and 10 at MARITIME46,GALLAUDET drive start at 10:52.
1st and 10 at MARITIME46,Joseph Mendis rush for 7 yards to the MARITIME39 (S. Escaldi).
2nd and 3 at MARITIME39,"C. Hutchinson rush for 24 yards to the MARITIME15, 1ST DOWN GAL (J. Varga)."
1st and 10 at MARITIME15,Timel Benton rush for 1 yard to the MARITIME14 (J. Lupardo).
2nd and 9 at MARITIME14,C. Hutchinson rush for 2 yards to the MARITIME12 (W. Betencourt;J. Corsfield).
3rd and 7 at MARITIME12,Damonte Bray rush for 3 yards to the MARITIME9 (T. Trapani).
4th and 4 at MARITIME09,C. Hutchinson rush for 3 yards to the MARITIME6 (D. Hanley).
Total,"6 plays , 40 yards Time of Possession: 3:28"
Maritime (N.Y.) at 07:24
1st and 10 at MARITIME06,MARITIME (N.Y.) drive start at 07:24.
1st and 10 at MARITIME06,H. Williamson rush for 8 yards to the MARITIME14 (N. Maccini).
2nd and 2 at MARITIME14,"J. Lynn pass complete to C. Judge for 8 yards to the MARITIME22, 1ST DOWN MARITIME (Michael Gibson)."
1st and 10 at MARITIME22,"H. Williamson rush for 26 yards to the MARITIME48, 1ST DOWN MARITIME (Michael Gibson;Mason Gooch)."
1st and 10 at MARITIME48,"C. Schiavone rush for 11 yards to the GAL41, 1ST DOWN MARITIME (S. Anderson)."
1st and 10 at GAL41,"J. Lynn pass complete to C. Judge for 22 yards to the GAL19, out-of-bounds (Michael Gibson), PENALTY MARITIME holding 10 yards to the MARITIME49, NO PLAY."
1st and 20 at MARITIME49,"J. Lynn pass complete to C. Judge for 9 yards to the GAL42, out-of-bounds (N. Maccini)."
2nd and 11 at GAL42,C. Schiavone rush for 5 yards to the GAL37 (Malik Amann).
3rd and 6 at GAL37,J. Lynn sacked for loss of 6 yards to the GAL43 (S. Anderson).
4th and 12 at GAL43,PENALTY MARITIME false start (C. Schiavone) 5 yards to the GAL48.
4th and 17 at GAL48,"J. Gagliardi punt 43 yards to the GAL5, fair catch by A. Sliva-Wynne."
Total,"7 plays , 46 yards Time of Possession: 5:06"
Gallaudet at 02:18
1st and 10 at GAL05,GALLAUDET drive start at 02:18.
1st and 10 at GAL05,Timel Benton rush for loss of 1 yard to the GAL4 (J. Lupardo;D. Hanley).
2nd and 11 at GAL04,Timel Benton rush for 4 yards to the GAL8 (J. Corsfield;L. Bailey).
3rd and 7 at GAL08,RJ Randle rush for 2 yards to the GAL10 (J. Corsfield;S. Escaldi).
4th and 5 at GAL10,"N. Maccini punt 40 yards to the 50 yardline, downed."
Total,"3 plays , 5 yards Time of Possession: 1:22"
Maritime (N.Y.) at 00:56
1st and 10 at MARITIME50,MARITIME (N.Y.) drive start at 00:56.
1st and 10 at MARITIME50,"J. Lynn pass complete to C. Judge for 9 yards to the GAL41, out-of-bounds (Laron Thomas)."
2nd and 1 at GAL41,J. Lynn pass incomplete to C. Judge (Everett Polzin).
3rd and 1 at GAL41,J. Lynn pass incomplete to V. Vollaro.
4th and 1 at GAL41,J. Lynn rush for no gain to the GAL41 (Dalton Taylor).
Total,"4 plays , 9 yards Time of Possession: 0:37"
Gallaudet at 00:19
1st and 10 at GAL41,GALLAUDET drive start at 00:19.
1st and 10 at GAL41,C. Hutchinson rush for 2 yards to the GAL43 (S. Escaldi).
2nd and 8 at GAL43,"End of half, clock 00:00."
Total,"1 plays , 2 yards Time of Possession: 0:19"
"Start of 3rd quarter, clock 15:00."
MARITIME ball on MARITIME35.
"J. Gagliardi kickoff 35 yards to the GAL30, downed."
Gallaudet at 15:00
1st and 10 at GAL30,GALLAUDET drive start at 15:00.
1st and 10 at GAL30,"RJ Randle rush for 12 yards to the GAL42, 1ST DOWN GAL (W. Betencourt)."
1st and 10 at GAL42,A. Sliva-Wynne rush for loss of 1 yard to the GAL41 (J. Lupardo;W. Betencourt).
2nd and 11 at GAL41,Timel Benton pass incomplete to C. Hutchinson.
3rd and 11 at GAL41,"Timel Benton rush for 4 yards to the GAL45, out-of-bounds (L. Bailey)."
4th and 7 at GAL45,"N. Maccini punt 27 yards to the MARITIME28, out-of-bounds."
Total,"4 plays , 15 yards Time of Possession: 1:45"
Maritime (N.Y.) at 13:15
1st and 10 at MARITIME28,MARITIME (N.Y.) drive start at 13:15.
1st and 10 at MARITIME28,C. Schiavone rush for 1 yard to the MARITIME29 (Everett Polzin).
2nd and 9 at MARITIME29,H. Williamson rush for 2 yards to the MARITIME31 (S. Anderson).
3rd and 7 at MARITIME31,"J. Lynn pass complete to H. Williamson for 8 yards to the MARITIME39, 1ST DOWN MARITIME, out-of-bounds (Mason Gooch)."
1st and 10 at MARITIME39,H. Williamson rush for 6 yards to the MARITIME45 (Justin Rutledge;Everett Polzin).
2nd and 4 at MARITIME45,H. Williamson rush for loss of 1 yard to the MARITIME44 (Jaquan Thomas;Mason Gooch).
3rd and 5 at MARITIME44,J. Lynn pass complete to H. Williamson for 4 yards to the MARITIME48 (Everett Polzin).
4th and 1 at MARITIME48,"H. Williamson rush for 1 yard to the MARITIME49, 1ST DOWN MARITIME (Everett Polzin)."
1st and 10 at MARITIME49,"J. Lynn rush for 17 yards to the GAL34, 1ST DOWN MARITIME, out-of-bounds."
1st and 10 at GAL34,"H. Williamson rush for 31 yards to the GAL3, 1ST DOWN MARITIME (Jack Gray;N. Maccini)."
1st and GOAL at GAL03,"H. Williamson rush for 3 yards to the GAL0, TOUCHDOWN, clock 07:45."
1st and GOAL at GAL03,J. Gagliardi kick attempt good.
1st and GOAL at MARITIME35,"J. Gagliardi kickoff 50 yards to the GAL15, downed."
Total,"10 plays , 72 yards Time of Possession: 5:30"
Gallaudet at 07:44
1st and 10 at GAL15,GALLAUDET drive start at 07:44.
1st and 10 at GAL15,RJ Randle rush for 5 yards to the GAL20 (J. Corsfield).
2nd and 5 at GAL20,"C. Hutchinson rush for 6 yards to the GAL26, 1ST DOWN GAL (L. Bailey)."
1st and 10 at GAL26,Timel Benton rush for no gain to the GAL26 (J. Lupardo).
2nd and 10 at GAL26,RJ Randle rush for 3 yards to the GAL29 (L. Bailey).
3rd and 7 at GAL29,Timel Benton rush for 1 yard to the GAL30 (C. Conelley;D. Hanley).
4th and 6 at GAL30,"N. Maccini punt 10 yards to the GAL40, out-of-bounds."
Total,"5 plays , 15 yards Time of Possession: 2:57"
Maritime (N.Y.) at 04:47
1st and 10 at GAL40,MARITIME (N.Y.) drive start at 04:47.
1st and 10 at GAL40,"J. Lynn pass complete to K. Murphy for 27 yards to the GAL13, 1ST DOWN MARITIME."
1st and 10 at GAL13,H. Williamson rush for 7 yards to the GAL6 (Everett Polzin).
2nd and 3 at GAL06,"H. Williamson rush for 6 yards to the GAL0, 1ST DOWN MARITIME, TOUCHDOWN, clock 03:29."
1st and GOAL at GAL03,J. Gagliardi kick attempt good.
1st and GOAL at MARITIME35,"J. Gagliardi kickoff 40 yards to the GAL25, Everett Polzin return 11 yards to the GAL36 (R. Brando)."
Total,"3 plays , 40 yards Time of Possession: 1:18"
Gallaudet at 03:25
1st and 10 at GAL36,GALLAUDET drive start at 03:25.
1st and 10 at GAL36,Timel Benton pass incomplete to Dawson Moder (T. Trapani).
2nd and 10 at GAL36,"Timel Benton rush for 17 yards to the MARITIME47, 1ST DOWN GAL (J. Snuffer)."
1st and 10 at MARITIME47,"RJ Randle rush for 17 yards to the MARITIME30, 1ST DOWN GAL (J. Corsfield)."
1st and 10 at MARITIME30,"RJ Randle rush for 10 yards to the MARITIME20, 1ST DOWN GAL (J. Snuffer)."
1st and 10 at MARITIME20,Joseph Mendis rush for 2 yards to the MARITIME18 (L. Bailey).
2nd and 8 at MARITIME18,"Timel Benton pass complete to C. Hutchinson for 14 yards to the MARITIME4 (J. Varga), PENALTY GAL holding (M. Cracraft) 10 yards to the MARITIME28, NO PLAY."
2nd and 18 at MARITIME28,RJ Randle rush for 6 yards to the MARITIME22 (L. Bailey).
3rd and 12 at MARITIME22,"C. Hutchinson rush for 16 yards to the MARITIME6, 1ST DOWN GAL, out-of-bounds (J. Snuffer)."
1st and GOAL at MARITIME06,"A. Sliva-Wynne rush for 6 yards to the MARITIME0, TOUCHDOWN, clock 00:10."
1st and GOAL at MARITIME03,Jack Gray kick attempt good.
1st and GOAL at GAL35,"Jack Gray kickoff 20 yards to the MARITIME45, fair catch by P. Tchinnis."
Total,"8 plays , 64 yards Time of Possession: 3:15"
Maritime (N.Y.) at 00:10
1st and 10 at MARITIME45,MARITIME (N.Y.) drive start at 00:10.
1st and 10 at MARITIME45,C. Schiavone rush for 3 yards to the MARITIME48 (Kenneth Peters;Mason Gooch).
""
2nd and 7 at MARITIME48,"Start of 4th quarter, clock 15:00."
2nd and 7 at MARITIME48,J. Lynn pass incomplete to K. Murphy.
3rd and 7 at MARITIME48,J. Lynn pass complete to C. Schiavone for loss of 8 yards to the MARITIME40 (Everett Polzin).
4th and 15 at MARITIME40,"J. Gagliardi punt 45 yards to the GAL15, A. Sliva-Wynne return 0 yards to the GAL15 (J. Behr), PENALTY GAL personal foul (Reid Kelly) 7 yards to the GAL8."
Total,"3 plays , -5 yards Time of Possession: 1:40"
Gallaudet at 15:00
1st and 10 at GAL08,GAL ball on GAL8.
1st and 10 at GAL08,Timel Benton rush for loss of 2 yards to the GAL6.
2nd and 12 at GAL06,Timel Benton pass incomplete to RJ Randle (J. Varga).
3rd and 12 at GAL06,"Timel Benton rush for 20 yards to the GAL26, 1ST DOWN GAL (J. Snuffer)."
1st and 10 at GAL26,"GALLAUDET drive start at 13:30, GAL ball on GAL26."
1st and 10 at GAL26,"C. Hutchinson rush for 12 yards to the GAL38, 1ST DOWN GAL, out-of-bounds."
1st and 10 at GAL38,"RJ Randle rush for 18 yards to the MARITIME44, 1ST DOWN GAL (J. Snuffer)."
1st and 10 at MARITIME44,"Timel Benton rush for 20 yards to the MARITIME24, 1ST DOWN GAL (J. Snuffer)."
1st and 10 at MARITIME24,Timel Benton pass incomplete to Damonte Bray (J. Behr).
2nd and 10 at MARITIME24,"Timel Benton rush for 12 yards to the MARITIME12, 1ST DOWN GAL, out-of-bounds."
1st and 10 at MARITIME12,RJ Randle rush for loss of 2 yards to the MARITIME14 (W. Betencourt).
2nd and 12 at MARITIME14,C. Hutchinson rush for 5 yards to the MARITIME9 (J. Corsfield;J. Varga).
