MARITIME ball on MARITIME35.
3rd and 4 at MARITIME31,"J. Lynn pass complete to A. Geni for 10 yards to the MARITIME41, 1ST DOWN MARITIME."
1st and 10 at MARITIME41,C. Schiavone rush for 2 yards to the MARITIME43 (Jonathan Finn).
2nd and 8 at MARITIME43,J. Lynn pass incomplete to K. Murphy.
3rd and 8 at MARITIME43,"J. Lynn pass complete to K. Murphy for 11 yards to the MTSTJOSE46, 1ST DOWN MARITIME (Troy Speakman)."
1st and 10 at MTSTJOSE46,C. Schiavone rush for no gain to the MTSTJOSE46 (David Guck;Jonathan Finn).
2nd and 10 at MTSTJOSE46,"J. Lynn pass incomplete to A. Geni (Peyton Williams), PENALTY MTSTJOSE targeting (Peyton Williams) 15 yards to the MTSTJOSE31, 1ST DOWN MARITIME, NO PLAY."
1st and 10 at MTSTJOSE31,C. Schiavone rush for 1 yard to the MTSTJOSE30 (Julius Fisher).
2nd and 9 at MTSTJOSE30,"C. Schiavone rush for 9 yards to the MTSTJOSE21, 1ST DOWN MARITIME (Gavin Brennan)."
1st and 10 at MTSTJOSE21,C. Schiavone rush for 5 yards to the MTSTJOSE16 (Sean Sullivan;Nathan Stone).
2nd and 5 at MTSTJOSE16,J. Lynn pass incomplete to K. Murphy.
3rd and 5 at MTSTJOSE16,"C. Schiavone rush for 7 yards to the MTSTJOSE9, 1ST DOWN MARITIME (Joseph Thaxton;JJ Courtney)."
1st and GOAL at MTSTJOSE09,C. Schiavone rush for 1 yard to the MTSTJOSE8 (Alvin Burke).
2nd and GOAL at MTSTJOSE08,C. Schiavone rush for 2 yards to the MTSTJOSE6 (JJ Courtney;David Guck).
3rd and GOAL at MTSTJOSE06,C. Schiavone rush for 3 yards to the MTSTJOSE3 (Nathan Stone).
4th and GOAL at MTSTJOSE03,"J. Gagliardi field goal attempt from 20 GOOD, clock 07:47."
1st and GOAL at MARITIME35,J. Gagliardi kickoff 28 yards to the MTSTJOSE37.
Total,"16 plays , 72 yards Time of Possession: 7:51"
Mt. St. Joseph at 07:46
1st and 10 at MTSTJOSE37,MT. ST. JOSEPH drive start at 07:46.
1st and 10 at MTSTJOSE37,"Chaiten Tomlin pass incomplete, QB hurry by S. Escaldi."
2nd and 10 at MTSTJOSE37,"C. Beachem Jr. rush for 12 yards to the MTSTJOSE49, 1ST DOWN MTSTJOSE (J. Snuffer)."
1st and 10 at MTSTJOSE49,"Chaiten Tomlin pass incomplete to Nick Murphy (D. Stephens), QB hurry by J. Lupardo."
2nd and 10 at MTSTJOSE49,"Chaiten Tomlin pass incomplete to Jake Ayler, QB hurry by J. Lupardo."
3rd and 10 at MTSTJOSE49,Chaiten Tomlin sacked for loss of 11 yards to the MTSTJOSE38 (W. Betencourt).
4th and 21 at MTSTJOSE38,"Drew Sherman punt 22 yards to the MARITIME40, out-of-bounds."
Total,"5 plays , 1 yards Time of Possession: 1:31"
Maritime (N.Y.) at 06:15
1st and 10 at MARITIME40,MARITIME (N.Y.) drive start at 06:15.
1st and 10 at MARITIME40,C. Schiavone rush for 1 yard to the MARITIME41 (Gavin Brennan;Nathan Stone).
2nd and 9 at MARITIME41,J. Lynn pass incomplete to V. Vollaro (Nathan Stone).
3rd and 9 at MARITIME41,"J. Lynn rush for 6 yards to the MARITIME47, out-of-bounds."
4th and 3 at MARITIME47,"J. Gagliardi punt 50 yards to the MTSTJOSE3, out-of-bounds."
Total,"3 plays , 7 yards Time of Possession: 1:31"
Mt. St. Joseph at 04:44
1st and 10 at MTSTJOSE03,MT. ST. JOSEPH drive start at 04:44.
1st and 10 at MTSTJOSE03,C. Beachem Jr. rush for loss of 1 yard to the MTSTJOSE2 (D. Hanley;L. Bailey).
2nd and 11 at MTSTJOSE02,C. Beachem Jr. rush for 3 yards to the MTSTJOSE5 (S. Escaldi).
3rd and 8 at MTSTJOSE05,Chaiten Tomlin pass incomplete to C. Beachem Jr..
4th and 8 at MTSTJOSE05,"Drew Sherman punt 27 yards to the MTSTJOSE32, M. Cebulski return 0 yards to the MTSTJOSE32, fumble by M. Cebulski recovered by MTSTJOSE Gavin Edmondson at MTSTJOSE32."
Total,"3 plays , 2 yards Time of Possession: 1:34"
Mt. St. Joseph at 03:10
1st and 10 at MTSTJOSE32,MT. ST. JOSEPH drive start at 03:10.
1st and 10 at MTSTJOSE32,M. Williamson rush for no gain to the MTSTJOSE32 (W. Betencourt).
2nd and 10 at MTSTJOSE32,"Chaiten Tomlin pass incomplete to Chase Pankey, QB hurry by W. Betencourt, PENALTY MTSTJOSE holding declined."
3rd and 10 at MTSTJOSE32,"Chaiten Tomlin pass incomplete to Chase Pankey, QB hurry by L. Bailey."
4th and 10 at MTSTJOSE32,"Drew Sherman punt 33 yards to the MARITIME35, fair catch by V. Vollaro."
Total,"3 plays , 0 yards Time of Possession: 0:49"
Maritime (N.Y.) at 02:21
